-90.207177,-55.483542,-55.483542,-55.483542,-36.053324,-36.053324,-36.053324,-36.053324,-36.053324,-36.053324,-36.053324,-36.053324,-36.053324,-25.142638,-14.277116,-5.039026,-5.039026,-5.039026,-5.039026,-5.039026,-5.039026,-5.039026,-5.039026,0.761461,0.790086,0.790086,0.790086,0.790086,0.790086,0.790086,0.790086,0.790086,0.790086,0.819693,0.819693,0.819693,0.819693,0.819693,0.819693,0.819693,0.820060,0.820060,0.820060,0.820060,0.820060,0.820060,0.820060,0.820785,0.820785,0.820785,0.820785,0.821757,0.821757,0.821757,0.836338,0.836338,0.836338,0.836338,0.836338,0.836338,0.836338,0.836338,0.836338,0.836338,0.836338,0.848451,0.873600,0.873600,0.873600,0.965011,0.965011,1.024184,1.024184,1.024184,1.024184,1.024184,1.024184,1.024184,1.024184,1.024184,1.024184,1.068249,1.068249,1.068249,1.068249,1.068249,1.068249,1.068249,1.068249,1.068249,1.068249,1.068298,1.068298,1.068298,1.068298,1.069490,1.069490,1.069490,1.069490,1.069490,1.069490,1.069490,1.069490,1.069490,1.069490,1.069490,1.069490,1.069490,1.069490,1.069490,1.069490,1.069490,1.069490,1.069490,1.069490,1.069490,1.071689,1.071689,1.091937,1.091937
-117.511971,-117.511971,-117.511971,-117.511971,-112.423209,-112.423209,-106.300293,-97.782944,-97.782944,-97.782944,-97.782944,-76.911757,-65.145319,-65.145319,-65.145319,-51.018106,-51.018106,-51.018106,-40.215178,-40.215178,-40.215178,-40.215178,-40.215178,-40.215178,-40.215178,-40.215178,-40.215178,-40.215178,-36.410439,-31.386510,-31.386510,-31.386510,-31.386510,-31.386510,-31.386510,-25.242407,-1.652584,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.886632,0.933895,0.933895,0.933895,0.933895,0.933895,0.933895,0.933895,0.933895,0.933895,0.933895,0.934002,0.934002,0.934002,0.934002,0.934002,0.934002,0.934002,0.934002,0.934002,0.937139,0.937139,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.062463,1.077783,1.077783
-140.933642,-140.933642,-140.933642,-140.933642,-135.038826,-119.351488,-119.351488,-119.351488,-119.351488,-119.351488,-102.144027,-102.144027,-102.144027,-102.144027,-102.144027,-100.327807,-90.597409,-55.042367,-55.042367,-55.042367,-55.042367,-55.042367,-55.042367,-48.759534,-48.759534,-48.759534,-48.759534,-48.759534,-32.536312,-32.536312,-32.536312,-32.536312,-32.536312,-18.539154,-18.539154,-18.539154,-18.539154,-18.539154,-18.539154,-18.539154,-18.539154,-16.796574,-16.641690,-14.915333,-14.915333,-14.274134,0.886929,0.886929,0.886929,0.886929,0.886929,0.886929,0.886929,0.886929,0.886929,0.886929,0.886929,0.886929,0.943888,0.943888,0.943888,0.943888,0.943888,0.943888,0.954312,0.954312,0.954312,0.954312,0.954312,0.954312,0.954312,0.954312,0.954312,0.954312,0.954312,0.954312,0.954312,0.954312,0.954312,0.954312,0.959232,0.959232,0.959232,0.959232,0.959232,0.959232,0.959232,0.959232,0.985750,0.985750,0.985750,0.985750,0.985750,0.987091,0.987091,0.987091,0.987091,0.987091,0.987091,0.987091,0.994854,0.994854,1.059861,1.059861,1.059861,1.059861,1.059861,1.059861,1.059861,1.059861,1.059861,1.059861,1.059861,1.059861,1.059861,1.059861,1.059861,1.059861,1.059861,1.059861
-314.676666,-264.268074,-264.268074,-264.268074,-261.536859,-237.862432,-233.435329,-233.435329,-233.435329,-233.435329,-233.435329,-233.435329,-233.435329,-233.435329,-228.113124,-207.643273,-207.643273,-207.643273,-207.643273,-186.771948,-186.727615,-180.297699,-180.297699,-176.410803,-162.980691,-162.980691,-162.980691,-162.980691,-162.980691,-149.749717,-149.749717,-149.749717,-149.749717,-149.749717,-149.749717,-143.024204,-143.024204,-143.024204,-143.024204,-143.024204,-143.024204,-120.723461,-120.723461,-103.308290,-103.308290,-103.308290,-103.308290,-97.445257,-97.445257,-97.445257,-97.445257,-97.445257,-97.445257,-97.445257,-97.445257,-97.445257,-97.445257,-97.445257,-97.445257,-97.445257,-97.445257,-97.445257,-97.445257,-97.445257,-95.665727,-92.589020,-92.589020,-92.589020,-92.589020,-92.589020,-91.066957,-91.066957,-91.066957,-83.783664,-83.783664,-83.783664,-83.783664,-83.783664,-83.783664,-83.783664,-83.783664,-83.783664,-83.783664,-83.783664,-83.783664,-81.963440,-81.963440,-81.963440,-81.963440,-74.519277,-74.519277,-74.519277,-74.519277,-74.519277,-74.519277,-74.519277,-74.519277,-74.519277,-74.519277,-74.519277,-74.519277,-74.519277,-74.519277,-74.519277,-74.519277,-74.519277,-74.519277,-74.519277,-74.519277,-74.519277,-70.658811,-70.658811,-50.469650,-50.469650,-50.469650,-50.469650,-50.469650,-50.469650,-50.469650,-50.469650
-133.840198,-133.840198,-133.840198,-96.817138,-96.817138,-84.185359,-84.185359,-66.376652,-58.309093,-58.309093,-58.309093,-58.309093,-58.309093,-33.819215,-33.819215,-33.819215,-33.819215,-33.819215,-33.819215,-33.819215,-32.237798,-32.237798,-32.237798,-25.513029,-25.513029,-25.513029,-15.960820,-15.960820,-4.240660,-4.240660,-4.240660,-4.240660,-4.240660,-3.062292,-3.062292,0.893820,0.893820,0.893820,0.893820,0.893820,0.893820,0.893820,0.893820,0.893820,0.893820,0.895244,0.895244,0.895244,0.895244,0.895244,0.953049,0.953049,0.953049,0.953049,0.953049,0.953858,0.953858,0.953858,0.953858,0.953858,0.954377,0.954377,0.954377,0.954377,0.954377,0.954377,0.954377,0.954377,0.954377,0.954377,0.954377,0.954377,0.954380,0.954380,0.954380,0.954380,0.954380,0.954380,0.954380,0.954767,0.954767,0.954767,0.954767,0.954767,0.954767,0.954767,1.028910,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.051154,1.062881,1.062881,1.062881,1.062881,1.062881
-226.043377,-215.372173,-215.372173,-192.993543,-192.993543,-192.993543,-192.993543,-149.234636,-149.234636,-149.234636,-149.234636,-149.234636,-149.234636,-149.234636,-149.234636,-149.234636,-136.311892,-136.311892,-136.311892,-136.311892,-112.078457,-107.991228,-107.991228,-107.991228,-107.991228,-107.991228,-107.991228,-107.991228,-107.991228,-107.546713,-107.546713,-106.166599,-88.357822,-88.357822,-88.357822,-88.357822,-88.357822,-88.357822,-67.324648,-67.324648,-67.324648,-67.324648,-50.398726,-50.398726,-50.398726,-50.398726,-50.398726,-50.398726,-50.398726,-50.398726,-50.398726,-50.398726,-50.398726,-50.398726,-50.398726,-50.398726,-50.398726,-50.398726,-50.398726,-39.019944,-39.019944,-39.019944,-39.019944,-39.019944,-39.019944,-39.019944,-39.019944,-39.019944,-39.019944,-39.019944,-39.019944,-39.019944,-39.019944,-39.019944,-39.019944,-39.019944,-39.019944,-39.019944,-39.019944,-39.019944,-39.019944,-39.019944,-39.019944,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236,-28.760236
-128.035656,-125.823756,-115.632593,-104.110799,-104.110799,-104.110799,-83.896011,-83.896011,-83.896011,-83.896011,-72.885680,-72.885680,-72.885680,-72.885680,-72.885680,-44.685542,-34.859711,-34.859711,-34.859711,-34.859711,-34.859711,-34.859711,-34.514616,-34.514616,-34.514616,-33.608395,-25.723371,-25.723371,-22.404759,-11.149848,-11.149848,-11.149848,-11.149848,-10.229244,-8.473358,-2.521656,-2.521656,0.975593,0.975593,1.046180,1.046180,1.046180,1.046180,1.046180,1.046180,1.046180,1.046180,1.046180,1.049618,1.049618,1.049618,1.049618,1.049618,1.051108,1.051108,1.051108,1.052595,1.052595,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.061435,1.062337,1.062337,1.068773,1.068773,1.068773,1.068773,1.068773,1.068773,1.068773,1.068773,1.068773,1.068773,1.068773,1.068773,1.068773,1.068773,1.068773,1.068773,1.068773,1.078520,1.078520,1.078520,1.078520,1.078520,1.078520,1.078520,1.078520,1.078520,1.078520,1.078520,1.078520,1.078520,1.078520,1.078520,1.078520,1.078520
-338.977017,-300.088901,-300.088901,-300.088901,-259.298882,-259.298882,-259.298882,-247.035166,-247.035166,-200.505039,-200.505039,-200.505039,-200.505039,-200.505039,-200.505039,-178.523692,-178.523692,-178.523692,-178.523692,-178.523692,-178.523692,-155.984889,-155.984889,-155.984889,-155.984889,-155.984889,-155.984889,-155.984889,-120.743515,-120.743515,-120.743515,-120.743515,-120.743515,-120.743515,-120.743515,-120.743515,-120.743515,-120.743515,-120.743515,-120.743515,-120.743515,-120.743515,-120.743515,-120.743515,-120.743515,-120.743515,-120.743515,-120.743515,-120.743515,-115.160591,-113.924057,-113.924057,-113.924057,-94.278097,-94.278097,-94.278097,-94.278097,-94.278097,-94.278097,-89.541537,-89.541537,-89.541537,-89.541537,-89.541537,-89.541537,-89.541537,-89.541537,-87.115756,-87.115756,-77.729880,-70.906708,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-62.775073,-60.860673,-60.860673,-60.860673,-60.860673,-60.860673,-60.860673,-60.406925,-60.406925
-109.118334,-109.118334,-109.118334,-86.315211,-86.315211,-68.146736,-68.146736,-68.146736,-68.146736,-57.613821,-57.613821,-54.176497,-54.176497,-54.176497,-54.176497,-37.283203,-37.283203,-27.181299,-27.181299,-27.181299,-27.181299,-27.181299,-24.200737,-24.200737,-23.098418,-15.323368,-15.323368,0.858251,0.858251,0.858251,0.872564,0.872564,0.873045,0.873045,0.873045,0.873045,0.873045,0.873045,0.873045,0.909976,0.909976,0.909976,0.909976,0.909976,0.909976,0.909976,0.909976,0.909976,0.909976,0.909976,0.909976,0.910756,0.910756,0.910756,1.054873,1.054873,1.054873,1.054873,1.054873,1.054873,1.054873,1.054873,1.054873,1.054873,1.054873,1.054873,1.054873,1.059922,1.059922,1.062601,1.062601,1.062601,1.062601,1.062601,1.062601,1.062601,1.062601,1.062601,1.062601,1.062601,1.062601,1.062601,1.063906,1.063906,1.063906,1.064671,1.064671,1.074019,1.074019,1.074019,1.074019,1.074019,1.074019,1.074019,1.074019,1.074019,1.074019,1.074746,1.074746,1.079413,1.079413,1.079413,1.079413,1.079413,1.079413,1.096759,1.096759,1.096759,1.096759,1.096759,1.096759,1.096759,1.096759,1.096759,1.096759,1.096759,1.096759,1.096759,1.096759,1.096759
-320.691563,-320.691563,-320.691563,-320.691563,-316.983152,-282.312995,-282.312995,-282.312995,-282.312995,-229.835535,-229.835535,-229.835535,-229.835535,-229.835535,-229.835535,-229.835535,-229.835535,-229.835535,-227.805257,-227.805257,-215.585594,-215.585594,-215.585594,-215.585594,-215.426637,-199.495857,-199.495857,-199.495857,-159.075556,-159.075556,-159.075556,-159.075556,-159.075556,-159.075556,-159.075556,-159.075556,-159.075556,-159.075556,-159.075556,-159.075556,-159.075556,-159.075556,-159.075556,-159.075556,-158.169529,-148.276145,-148.276145,-136.147019,-136.147019,-136.147019,-136.147019,-136.147019,-119.321666,-119.321666,-119.321666,-119.321666,-119.321666,-119.321666,-119.321666,-119.321666,-119.321666,-119.321666,-119.321666,-119.321666,-119.321666,-119.321666,-119.321666,-119.321666,-119.321666,-118.571573,-118.571573,-118.571573,-118.571573,-103.027651,-103.027651,-103.027651,-103.027651,-103.027651,-103.027651,-103.027651,-97.602811,-97.602811,-97.602811,-97.602811,-97.602811,-93.209413,-93.209413,-93.209413,-93.209413,-93.209413,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884,-80.566884
